loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
2955-3	Qn	H	HP:0012605	.	HPO:nvasilevsky[2018-05-10]	.
2956-1	Qn	L	HP:0012604	.	JGM:lccarmody[2018-09-14]	.
2956-1	Qn	N	HP:0012603	.	JGM:lccarmody[2018-09-14]	.
2956-1	Qn	H	HP:0012605	.	JGM:lccarmody[2018-09-14]	.
2965-2	Qn	L	HP:0003158	.	HPO:nvasilevsky[2018-09-26]	.
2965-2	Qn	N	HP:0003110	.	HPO:nvasilevsky[2018-09-26]	.
2966-0	Qn	L	HP:0003158	.	HPO:nvasilevsky[2018-09-26]	.
2966-0	Qn	N	HP:0003110	.	HPO:nvasilevsky[2018-09-26]	.
2982-7	Qn	N	HP:0003166	.	OHSU:JP[2018-09-19]	.
2982-7	Qn	H	HP:0003166	.	OHSU:JP[2018-09-19]	.
2986-8	Qn	L	HP:0040171	.	JGM:lccarmody[2018-09-21]	.
2986-8	Qn	N	HP:0030087	.	JGM:lccarmody[2018-09-21]	.
2986-8	Qn	H	HP:0030088	.	JGM:lccarmody[2018-09-21]	.
2991-8	Qn	L	HP:0040171	.	JGM:lccarmody[2018-09-21]	.
2991-8	Qn	N	HP:0030087	.	JGM:lccarmody[2018-09-21]	.
2991-8	Qn	H	HP:0030088	.	JGM:lccarmody[2018-09-21]	.
3013-0	Qn	N	HP:0025483	.	HPO:probinson[2018-05-19]	.
3013-0	Qn	H	HP:0025484	.	HPO:probinson[2018-05-19]	.
3016-3	Qn	L	HP:0031098	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
3016-3	Qn	N	HP:0031097	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
3016-3	Qn	H	HP:0002925	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
3024-7	Qn	L	HP:0031507	.	JGM:azhang[2018-05-01]	.
3024-7	Qn	N	HP:0031505	.	JGM:azhang[2018-05-01]	.
3024-7	Qn	H	HP:0031506	.	JGM:azhang[2018-05-01]	.
3026-2	Qn	L	HP:0031507	.	JGM:azhang[2018-07-24]	.
3026-2	Qn	N	HP:0031505	.	JGM:azhang[2018-07-24]	.
3026-2	Qn	H	HP:0031506	.	JGM:azhang[2018-07-24]	.
3034-6	Qn	L	HP:0032387	.	UCD:tjcallahan[2019-02-01];JGM:azhang[2019-02-25]	UCDenver survey results
3034-6	Qn	N	HP:0032385	.	UCD:tjcallahan[2019-02-01];JGM:azhang[2019-02-25]	UCDenver survey results
3034-6	Qn	H	HP:0032386	.	UCD:tjcallahan[2019-02-01];JGM:azhang[2019-02-25]	UCDenver survey results
3040-3	Qn	L	HP:0031209	.	HP:probinson[2021-11-07]	.
3040-3	Qn	N	HP:0033477	.	HP:probinson[2021-11-07]	.
3040-3	Qn	H	HP:0033478	.	HP:probinson[2021-11-07]	.
3051-0	Qn	L	HP:0031507	.	JAX:azhang[2019-01-21]	.
3051-0	Qn	N	HP:0031505	.	JAX:azhang[2019-01-21]	.
3051-0	Qn	H	HP:0031506	.	JAX:azhang[2019-01-21]	.
3053-6	Qn	L	HP:0032210	.	HPO:nvasilevsky[2019-05-24]	.
3053-6	Qn	N	HP:0032209	.	HPO:nvasilevsky[2019-05-24]	.
3053-6	Qn	H	HP:0011788	.	HPO:nvasilevsky[2019-05-24]	.
3069-2	Ord	NEG	HP:0500134	.	UCD:tjcallahan[2019-02-23]	.
3069-2	Ord	POS	HP:0500134	.	UCD:tjcallahan[2019-02-23]	.
3079-1	Qn	L	HP:0500133	.	UCD:tjcallahan[2019-02-23]	.
3079-1	Qn	N	HP:0010917	.	UCD:tjcallahan[2019-02-23]	.
3079-1	Qn	H	HP:0003231	.	UCD:tjcallahan[2019-02-23]	.
3084-1	Qn	L	HP:0003537	.	HPO:nvasilevsky[2018-07-20]	.
3084-1	Qn	N	HP:0004369	.	HPO:nvasilevsky[2018-07-20]	.
3084-1	Qn	H	HP:0002149	.	HPO:nvasilevsky[2018-07-20]	.
3086-6	Qn	L	HP:0011935	.	HPO:nvasilevsky[2018-07-17]	.
3086-6	Qn	N	HP:0012610	.	HPO:nvasilevsky[2018-07-17]	.
3086-6	Qn	H	HP:0012611	.	HPO:nvasilevsky[2018-07-17]	.
3087-4	Qn	L	HP:0011935	.	HPO:nvasilevsky[2018-07-17]	.
3087-4	Qn	N	HP:0012610	.	HPO:nvasilevsky[2018-07-17]	.
3087-4	Qn	H	HP:0012611	.	HPO:nvasilevsky[2018-07-17]	.
3094-0	Qn	L	HP:0031969	.	JGM:Aaron[2018-03-20];JGM:azhang[2018-10-17]	.
3094-0	Qn	N	HP:0031970	.	JGM:Aaron[2018-03-20];JGM:azhang[2018-10-17]	.
3094-0	Qn	H	HP:0003138	.	JGM:Aaron[2018-03-20];JGM:azhang[2018-10-17]	.
3097-3	Qn	L	HP:0031969	.	JGM:azhang[2018-10-17]	We treated the percentage as raw measurement
3097-3	Qn	N	HP:0031970	.	JGM:azhang[2018-10-17]	We treated the percentage as raw measurement
3097-3	Qn	H	HP:0003138	.	JGM:azhang[2018-10-17]	We treated the percentage as raw measurement
3099-9	Qn	L	HP:0410195	.	HPO:nvasilevsky[2018-05-21]	.
3099-9	Qn	N	HP:0410193	.	HPO:nvasilevsky[2018-05-21]	.
3099-9	Qn	H	HP:0410194	.	HPO:nvasilevsky[2018-05-21]	.
3105-4	Ord	NEG	HP:0500114	.	HPO:nvasilevsky[2018-08-29]	.
3105-4	Ord	POS	HP:0500115	.	HPO:nvasilevsky[2018-08-29]	.
3106-2	Qn	N	HP:0500114	.	HPO:nvasilevsky[2018-08-29]	.
3106-2	Qn	H	HP:0500115	.	HPO:nvasilevsky[2018-08-29]	.
3107-0	Qn	L	HP:0032473	.	HPO:nvasilevsky[2018-07-17];JGM:azhang[2019-05-03]	.
3107-0	Qn	N	HP:0032472	.	HPO:nvasilevsky[2018-07-17];JGM:azhang[2019-05-03]	.
3107-0	Qn	H	HP:0031890	.	HPO:nvasilevsky[2018-07-17];JGM:azhang[2019-05-03]	.
3108-8	Qn	N	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
3108-8	Qn	H	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
3109-6	Qn	N	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
3109-6	Qn	H	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
3137-7	Qn	L	HP:0004322	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
3137-7	Qn	N	HP:0000002	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
3137-7	Qn	H	HP:0000098	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
3141-9	Qn	L	HP:0004325	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
3141-9	Qn	N	HP:0004323	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
3141-9	Qn	H	HP:0004324	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
3173-2	Qn	N	HP:0001928	.	OHSU:JP[2018-10-18]	.
3173-2	Qn	H	HP:0003645	.	OHSU:JP[2018-10-18]	.
3188-0	Qn	L	HP:0011858	.	HPO:nvasilevsky[2019-05-28]	.
3188-0	Qn	N	HP:0010989	.	HPO:nvasilevsky[2019-05-28]	.
3193-0	Qn	L	HP:0003225	.	OHSU:JP[2018-10-02]	.
3193-0	Qn	N	HP:0031899	.	OHSU:JP[2018-10-02]	.
3193-0	Qn	H	HP:0011996	.	OHSU:JP[2018-10-02]	.
3198-9	Qn	L	HP:0008169	.	HPO:nvasilevsky[2019-05-15]	.
3198-9	Qn	N	HP:0010988	.	HPO:nvasilevsky[2019-05-15]	.
3204-5	Qn	L	HP:0003125	.	HPO:nvasilevsky[2019-05-28]	.
3204-5	Qn	N	HP:0030976	.	HPO:nvasilevsky[2019-05-28]	.
3209-4	Qn	L	HP:0003125	.	UCD:tjcallahan[2019-02-23]	.
3209-4	Qn	N	HP:0030976	.	UCD:tjcallahan[2019-02-23]	.
3209-4	Qn	H	HP:0030977	.	UCD:tjcallahan[2019-02-23]	.
3218-5	Qn	L	HP:0008321	.	HPO:nvasilevsky[2019-05-15]	.
3218-5	Qn	N	HP:0010990	.	HPO:nvasilevsky[2019-05-15]	.
3226-8	Qn	L	HP:0001929	.	HPO:nvasilevsky[2019-05-15]	.
3226-8	Qn	N	HP:0010989	.	HPO:nvasilevsky[2019-05-15]	.
3232-6	Qn	L	HP:0004841	.	HPO:nvasilevsky[2019-05-15]	.
3232-6	Qn	N	HP:0010989	.	HPO:nvasilevsky[2019-05-15]	.
3240-9	Qn	L	HP:0008357	.	HPO:nvasilevsky[2019-05-28]	.
3240-9	Qn	N	HP:0008357	.	HPO:nvasilevsky[2019-05-28]	.
3243-3	Qn	L	HP:0032198	.	HPO:nvasilevsky[2019-05-21]	.
3243-3	Qn	N	HP:0032199	.	HPO:nvasilevsky[2019-05-21]	.
3243-3	Qn	H	HP:0008151	.	HPO:nvasilevsky[2019-05-21]	.
3255-7	Qn	L	HP:0011900	.	JGM:azhang[2018-07-24]	.
3255-7	Qn	N	HP:0011898	.	JGM:azhang[2018-07-24]	.
3255-7	Qn	H	HP:0011899	.	JGM:azhang[2018-07-24]	.
3285-4	Qn	N	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
3285-4	Qn	H	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
3286-2	Qn	N	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
3286-2	Qn	H	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
3287-0	Qn	N	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
3287-0	Qn	H	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
3297-9	Ord	NEG	HP:0410172	.	HPO:nvasilevsky[2018-12-18]	.
3297-9	Ord	POS	HP:0410283	.	HPO:nvasilevsky[2018-12-18]	.
3298-7	Qn	N	HP:0410172	.	HPO:nvasilevsky[2018-12-18]	.
3298-7	Qn	H	HP:0410283	.	HPO:nvasilevsky[2018-12-18]	.
3349-8	Ord	NEG	HP:0500112	.	JGM:lccarmody[2018-09-17]	.
3349-8	Ord	POS	HP:0500112	.	JGM:lccarmody[2018-09-17]	.
3376-1	Ord	NEG	HP:0500116	.	HPO:nvasilevsky[2018-07-20]	.
3376-1	Ord	POS	HP:0500116	.	HPO:nvasilevsky[2018-07-20]	.
3377-9	Ord	NEG	HP:0500109	.	HPO:nvasilevsky[2018-07-17]	.
3377-9	Ord	POS	HP:0500109	.	HPO:nvasilevsky[2018-07-17]	.
3387-8	Nom	H	HP:0500111	.	HPO:nvasilevsky[2018-12-18]	.
3387-8	Nom	POS	HP:0500111	.	HPO:nvasilevsky[2018-12-18]	.
3387-8	Nom	NEG	HP:0031840	.	HPO:nvasilevsky[2018-12-18]	.
3387-8	Nom	N	HP:0031840	.	HPO:nvasilevsky[2018-12-18]	.
3390-2	Ord	NEG	HP:0500111	.	JGM:lccarmody[2018-10-16]	.
3390-2	Ord	POS	HP:0500111	.	JGM:lccarmody[2018-10-16]	.
3393-6	Ord	NEG	HP:0500108	.	HPO:nvasilevsky[2018-10-01]	.
3393-6	Ord	POS	HP:0500108	.	HPO:nvasilevsky[2018-10-01]	.
3394-4	Qn	N	HP:0500108	.	HPO:nvasilevsky[2018-10-01]	.
3394-4	Qn	H	HP:0500108	.	HPO:nvasilevsky[2018-10-01]	.
3397-7	Ord	NEG	HP:0500108	.	JGM:lccarmody[2018-09-17]	.
3397-7	Ord	POS	HP:0500108	.	JGM:lccarmody[2018-09-17]	.
3427-2	Ord	NEG	HP:0500110	.	HPO:nvasilevsky[2019-01-15]	.
3427-2	Ord	POS	HP:0500110	.	HPO:nvasilevsky[2019-01-15]	.
3771-3	Ord	NEG	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
3771-3	Ord	POS	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
3772-1	Qn	N	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
3772-1	Qn	H	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
3773-9	Ord	NEG	HP:0031841	.	HPO:nvasilevsky[2018-05-08]	.
3773-9	Ord	POS	HP:0031841	.	HPO:nvasilevsky[2018-05-08]	.
3774-7	Qn	N	HP:0031841	.	HPO:nvasilevsky[2018-09-11]	.
3774-7	Qn	H	HP:0031841	.	HPO:nvasilevsky[2018-09-11]	.
3775-4	Qn	N	HP:0031841	.	HPO:nvasilevsky[2018-09-11]	.
3775-4	Qn	H	HP:0031841	.	HPO:nvasilevsky[2018-09-11]	.
3870-3	Ord	NEG	HP:0410172	.	HPO:nvasilevsky[2018-12-18]	.
3870-3	Ord	POS	HP:0410284	.	HPO:nvasilevsky[2018-12-18]	.
3871-1	Ord	NEG	HP:0410290	.	HPO:nvasilevsky[2019-01-30]	.
3871-1	Ord	POS	HP:0410290	.	HPO:nvasilevsky[2019-01-30]	.
3879-4	Ord	NEG	HP:0500113	.	HPO:nvasilevsky[2019-06-14]	.
3879-4	Ord	POS	HP:0500113	.	HPO:nvasilevsky[2019-06-14]	.
3947-9	Ord	NEG	HP:0410172	.	HPO:nvasilevsky[2019-05-15]	.
3947-9	Ord	POS	HP:0500116	.	HPO:nvasilevsky[2019-05-15]	.
4485-9	Qn	L	HP:0005421	.	HPO:nvasilevsky[2018-05-08]	.
4485-9	Qn	N	HP:0005339	.	HPO:nvasilevsky[2018-05-08]	.
4498-2	Qn	L	HP:0045042	.	HPO:nvasilevsky[2018-05-08]	.
4498-2	Qn	N	HP:0005339	.	HPO:nvasilevsky[2018-05-08]	.
4532-8	Qn	L	HP:0031906	.	JAX:azhang[2019-01-21]	.
4532-8	Qn	N	HP:0031904	.	JAX:azhang[2019-01-21]	.
4532-8	Qn	H	HP:0031905	.	JAX:azhang[2019-01-21]	.
4537-7	Qn	L	HP:0025022	.	HPO:nvasilevsky[2018-04-18]	.
4537-7	Qn	N	HP:0025021	.	HPO:nvasilevsky[2018-04-18]	.
4537-7	Qn	H	HP:0003565	.	HPO:nvasilevsky[2018-04-18]	.
4542-7	Qn	L	HP:0020181	.	JAX:azhang[2020-06-07]	.
4542-7	Qn	N	HP:0020179	.	JAX:azhang[2020-06-07]	.
4542-7	Qn	H	HP:0020180	.	JAX:azhang[2020-06-07]	.
4543-5	Qn	L	HP:0020181	.	JAX:azhang[2020-06-07]	.
4543-5	Qn	N	HP:0020179	.	JAX:azhang[2020-06-07]	.
4543-5	Qn	H	HP:0020180	.	JAX:azhang[2020-06-07]	.
4544-3	Qn	L	HP:0031851	.	HPO:nvasilevsky[2018-04-02];JGM:azhang[2018-10-17]	.
4544-3	Qn	N	HP:0031850	.	HPO:nvasilevsky[2018-04-02];JGM:azhang[2018-10-17]	.
4544-3	Qn	H	HP:0001899	.	HPO:nvasilevsky[2018-04-02];JGM:azhang[2018-10-17]	.
4545-0	Qn	L	HP:0031851	.	HPO:nvasilevsky[2018-10-01]	.
4545-0	Qn	N	HP:0031850	.	HPO:nvasilevsky[2018-10-01]	.
4545-0	Qn	H	HP:0001899	.	HPO:nvasilevsky[2018-10-01]	.
4546-8	Qn	L	HP:0011905	.	UCD:tjcallahan[2019-02-11];JGM:azhang[2019-02-25]	UCDenver survey results. Ratio term (GitHub issue #72)
4546-8	Qn	N	HP:0011902	.	UCD:tjcallahan[2019-02-11];JGM:azhang[2019-02-25]	UCDenver survey results. Ratio term (GitHub issue #72)
4548-4	Qn	L	HP:0011905	.	HPO:nvasilevsky[2018-09-26]	.
4548-4	Qn	N	HP:0011902	.	HPO:nvasilevsky[2018-09-26]	.
4548-4	Qn	H	HP:0040217	.	HPO:nvasilevsky[2018-09-26]	.
4551-8	Qn	L	HP:0011905	.	UCD:tjcallahan[2019-02-23]	.
4551-8	Qn	N	HP:0011902	.	UCD:tjcallahan[2019-02-23]	.
4552-6	Qn	L	HP:0011905	.	UCD:tjcallahan[2019-02-11];JGM:azhang[2019-02-25]	UCDenver survey results. Ratio term (GitHub issue #72)
4552-6	Qn	N	HP:0011902	.	UCD:tjcallahan[2019-02-11];JGM:azhang[2019-02-25]	UCDenver survey results. Ratio term (GitHub issue #72)
4552-6	Qn	H	HP:0011902	.	UCD:tjcallahan[2019-02-11];JGM:azhang[2019-02-25]	UCDenver survey results. Ratio term (GitHub issue #72)
4561-7	Qn	N	HP:0011902	.	HPO:nvasilevsky[2019-06-14]	.
4561-7	Qn	H	HP:0032146	.	HPO:nvasilevsky[2019-06-14]	.
4563-3	Qn	L	HP:0032146	.	JAX:azhang[2019-01-21];JGM:azhang[2019-02-22]	.
4563-3	Qn	N	HP:0032146	.	JAX:azhang[2019-01-21];JGM:azhang[2019-02-22]	.
4563-3	Qn	H	HP:0032146	.	JAX:azhang[2019-01-21];JGM:azhang[2019-02-22]	.
4576-5	Qn	N	HP:0011902	.	HPO:nvasilevsky[2019-06-14]	.
4576-5	Qn	H	HP:0011904	.	HPO:nvasilevsky[2019-06-14]	.
4622-7	Ord	NEG	HP:0011902	.	HPO:nvasilevsky[2019-06-14]	.
4622-7	Ord	POS	HP:0045047	.	HPO:nvasilevsky[2019-06-14]	.
4636-7	Qn	N	HP:0003641	.	JGM:azhang[2018-07-24];JGM:azhang[2018-10-17]	.
4636-7	Qn	H	HP:0003641	.	JGM:azhang[2018-07-24];JGM:azhang[2018-10-17]	.
4644-1	Ord	NEG	HP:0003110	.	HPO:nvasilevsky[2019-05-15]	.
4644-1	Ord	POS	HP:0012543	.	HPO:nvasilevsky[2019-05-15]	.
4659-9	Qn	L	HP:0004852	.	HPO:nvasilevsky[2019-05-21]	.
4659-9	Qn	N	HP:0004379	.	HPO:nvasilevsky[2019-05-21]	.
4659-9	Qn	H	HP:0008318	.	HPO:nvasilevsky[2019-05-21]	.
4679-7	Qn	L	HP:0001896	.	HPO:nvasilevsky[2018-05-08]	.
4679-7	Qn	N	HP:0004312	.	HPO:nvasilevsky[2018-05-08]	.
4679-7	Qn	H	HP:0001923	.	HPO:nvasilevsky[2018-05-08]	.
5037-7	Qn	N	HP:0030208	.	OHSU:JP[2018-10-02]	.
5037-7	Qn	H	HP:0030208	.	OHSU:JP[2018-10-02]	.
5038-5	Qn	N	HP:0030208	.	OHSU:JP[2018-10-02]	.
5038-5	Qn	H	HP:0030208	.	OHSU:JP[2018-10-02]	.
5039-3	Qn	N	HP:0030208	.	OHSU:JP[2018-10-02]	.
5039-3	Qn	H	HP:0030208	.	OHSU:JP[2018-10-02]	.
5047-6	Qn	N	HP:0003493	.	HPO:nvasilevsky[2019-06-14]	.
5047-6	Qn	H	HP:0003493	.	HPO:nvasilevsky[2019-06-14]	.
5117-7	Ord	NEG	HP:0100778	.	HPO:probinson[2018-05-23]	.
5117-7	Ord	POS	HP:0100778	.	HPO:probinson[2018-05-23]	.
5380-1	Qn	N	HP:0030057	.	HPO:nvasilevsky[2018-10-01]	.
5380-1	Qn	H	HP:0032069	.	HPO:nvasilevsky[2018-10-01]	.
5381-9	Qn	N	HP:0030057	.	HPO:nvasilevsky[2018-10-01]	.
5381-9	Qn	H	HP:0032069	.	HPO:nvasilevsky[2018-10-01]	.
5475-9	Qn	L	HP:0031384	.	HPO:nvasilevsky[2018-07-25]	.
5475-9	Qn	N	HP:0031383	.	HPO:nvasilevsky[2018-07-25]	.
5481-7	Qn	L	HP:0001983	.	HPO:nvasilevsky[2018-07-25]	.
5481-7	Qn	N	HP:0031383	.	HPO:nvasilevsky[2018-07-25]	.
5567-3	Ord	NEG	HP:0001946	.	HPO:nvasilevsky[2019-05-31]	.
5567-3	Ord	POS	HP:0032533	.	HPO:nvasilevsky[2019-05-31]	.
5583-0	Qn	N	HP:0410172	.	HPO:nvasilevsky[2019-06-03]	.
5583-0	Qn	H	HP:0032450	.	HPO:nvasilevsky[2019-06-03]	.
5631-7	Qn	L	HP:0011967	.	UCD:tjcallahan[2019-02-23]	.
5631-7	Qn	N	HP:0010836	.	UCD:tjcallahan[2019-02-23]	.
5631-7	Qn	H	HP:0032254	.	UCD:tjcallahan[2019-02-23]	.
5633-3	Qn	L	HP:0045035	.	UCD:tjcallahan[2019-02-23]	.
5633-3	Qn	N	HP:0045036	.	UCD:tjcallahan[2019-02-23]	.
5633-3	Qn	H	HP:0010839	.	UCD:tjcallahan[2019-02-23]	.
5683-8	Qn	L	HP:0002917	.	UCD:tjcallahan[2019-02-23]	.
5683-8	Qn	N	HP:0004921	.	UCD:tjcallahan[2019-02-23]	.
5683-8	Qn	H	HP:0002918	.	UCD:tjcallahan[2019-02-23]	.
5763-8	Qn	L	HP:0031831	.	JGM:lccarmody[2018-09-21]	.
5763-8	Qn	N	HP:0008277	.	JGM:lccarmody[2018-09-21]	.
5763-8	Qn	H	HP:0011424	.	JGM:lccarmody[2018-09-21]	.
5769-5	Qn	N	HP:0012461	.	HPO:probinson[2018-06-28]	.
5769-5	Qn	H	HP:0012461	.	HPO:probinson[2018-06-28]	.
5770-3	Ord	NEG	HP:0031811	.	HPO:nvasilevsky[2018-05-08]	.
5770-3	Ord	POS	HP:0031811	.	HPO:nvasilevsky[2018-05-08]	.
5771-1	Ord	NEG	HP:0031811	.	OHSU:JP[2018-07-26]	.
5771-1	Ord	POS	HP:0031811	.	OHSU:JP[2018-07-26]	.
5778-6	Nom	SNOMEDCT:449091000124108	HP:0032003	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	.
5778-6	Nom	SNOMEDCT:449111000124104	HP:0040317	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	.
5778-6	Nom	SNOMEDCT:449051000124102	HP:0040318	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	.
5778-6	Nom	SNOMEDCT:449071000124107	HP:0032001	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	.
5778-6	Nom	SNOMEDCT:449081000124105	HP:0032002	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	.
5778-6	Nom	SNOMEDCT:449101000124102	HP:0040320	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	.
5778-6	Nom	SNOMEDCT:449061000124100	HP:0040322	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	.
5783-6	Ord	NEG	HP:0003110	.	HPO:nvasilevsky[2019-05-28]	.
5783-6	Ord	POS	HP:0020074	.	HPO:nvasilevsky[2019-05-28]	.
5784-4	Ord	NEG	HP:0003355	.	JGM:lccarmody[2018-09-14]	.
5784-4	Ord	POS	HP:0003131	.	JGM:lccarmody[2018-09-14]	.
5792-7	Qn	N	HP:0003076	.	JGM:lccarmody[2018-10-16];JGM:azhang[2018-11-19]	.
5792-7	Qn	H	HP:0003076	.	JGM:lccarmody[2018-10-16];JGM:azhang[2018-11-19]	.
5794-3	Ord	NEG	HP:0003641	.	JGM:azhang[2018-07-24]	.
5794-3	Ord	POS	HP:0003641	.	JGM:azhang[2018-07-24]	.
5796-8	Qn	N	HP:0031200	.	JGM:azhang[2018-07-24];JGM:azhang[2018-10-17]	check mapping for normal and low
5796-8	Qn	H	HP:0031200	.	JGM:azhang[2018-07-24];JGM:azhang[2018-10-17]	check mapping for normal and low
5797-6	Qn	N	HP:0002919	.	HPO:nvasilevsky[2018-05-21]	.
5797-6	Qn	H	HP:0002919	.	HPO:nvasilevsky[2018-05-21]	.
5798-4	Ord	NEG	HP:0020075	.	JGM:azhang[2019-05-03]	.
5798-4	Ord	POS	HP:0020075	.	JGM:azhang[2019-05-03]	.
5802-4	Ord	NEG	HP:0031812	.	HPO:probinson[2018-04-30]	.
5802-4	Ord	POS	HP:0031812	.	HPO:probinson[2018-04-30]	.
5803-2	Qn	N	HP:0012072	.	HP:probinson[2021-11-07]	.
5803-2	Qn	H	HP:0012072	.	HP:probinson[2021-11-07]	.
5804-0	Qn	N	HP:0000093	.	JGM:lccarmody[2018-10-16]	.
5804-0	Qn	H	HP:0000093	.	JGM:lccarmody[2018-10-16]	.
5808-1	Qn	N	HP:0002907	.	JGM:azhang[2018-07-24]	.
5808-1	Qn	H	HP:0002907	.	JGM:azhang[2018-07-24]	.
5810-7	Qn	L	HP:0003158	.	HPO:nvasilevsky[2018-09-26]	.
5810-7	Qn	N	HP:0003110	.	HPO:nvasilevsky[2018-09-26]	.
5811-5	Qn	L	HP:0003158	.	HPO:nvasilevsky[2018-09-26]	.
5811-5	Qn	N	HP:0003110	.	HPO:nvasilevsky[2018-09-26]	.
5818-0	Ord	NEG	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
5818-0	Ord	POS	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
5820-6	Qn	N	HP:0031197	.	HPO:nvasilevsky[2019-06-14]	.
5820-6	Qn	H	HP:0012616	.	HPO:nvasilevsky[2019-06-14]	.
5821-4	Qn	N	HP:0012614	.	HPO:nvasilevsky[2018-10-01]	.
5821-4	Qn	H	HP:0012085	.	HPO:nvasilevsky[2018-10-01]	.
5901-4	Qn	L	HP:0032198	.	JGM:azhang[2019-05-03]	.
5901-4	Qn	N	HP:0032199	.	JGM:azhang[2019-05-03]	.
5901-4	Qn	H	HP:0008151	.	JGM:azhang[2019-05-03]	.
5902-2	Qn	L	HP:0032198	.	HPO:probinson[2018-04-03];JGM:azhang[2019-02-22]	.
5902-2	Qn	N	HP:0032199	.	HPO:probinson[2018-04-03];JGM:azhang[2019-02-22]	.
5902-2	Qn	H	HP:0008151	.	HPO:probinson[2018-04-03];JGM:azhang[2019-02-22]	.
5905-5	Qn	L	HP:0012312	.	JGM:azhang[2018-09-25]	.
5905-5	Qn	N	HP:0012310	.	JGM:azhang[2018-09-25]	.
5905-5	Qn	H	HP:0012311	.	JGM:azhang[2018-09-25]	.
5946-9	Qn	N	HP:0001928	.	UCD:tjcallahan[2019-02-23]	.
5946-9	Qn	H	HP:0003645	.	UCD:tjcallahan[2019-02-23]	.
5964-2	Qn	N	HP:0008151	.	OHSU:JP[2018-09-25]	.
5964-2	Qn	H	HP:0008151	.	OHSU:JP[2018-09-25]	.
6018-6	Qn	N	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
6018-6	Qn	H	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
6019-4	Qn	N	HP:0410230	.	HPO:nvasilevsky[2018-10-04]	.
6019-4	Qn	H	HP:0410230	.	HPO:nvasilevsky[2018-10-04]	.
6020-2	Qn	N	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
6020-2	Qn	H	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
6021-0	Qn	N	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
6021-0	Qn	H	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
6022-8	Qn	N	HP:0410234	.	OHSU:JP[2018-10-08]	.
6022-8	Qn	H	HP:0410234	.	OHSU:JP[2018-10-08]	.
6023-6	Qn	N	HP:0410232	.	OHSU:JP[2018-10-08]	.
6023-6	Qn	H	HP:0410232	.	OHSU:JP[2018-10-08]	.
6024-4	Qn	N	HP:0410232	.	OHSU:JP[2018-10-08]	.
6024-4	Qn	H	HP:0410232	.	OHSU:JP[2018-10-08]	.
6025-1	Qn	N	HP:0410232	.	OHSU:JP[2018-10-08]	.
6025-1	Qn	H	HP:0410232	.	OHSU:JP[2018-10-08]	.
6026-9	Qn	N	HP:0410232	.	OHSU:JP[2018-10-09]	.
6026-9	Qn	H	HP:0410232	.	OHSU:JP[2018-10-09]	.
6027-7	Qn	N	HP:0410232	.	OHSU:JP[2018-10-09]	.
6027-7	Qn	H	HP:0410232	.	OHSU:JP[2018-10-09]	.
6029-3	Qn	N	HP:0410232	.	OHSU:JP[2018-10-09]	.
6029-3	Qn	H	HP:0410232	.	OHSU:JP[2018-10-09]	.
6030-1	Qn	N	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	.
